target name,ever observable,always observable,fraction of time observable
TIC233500935,True,True,1.0
TIC288185138,True,True,1.0
TIC470127886,True,True,1.0
TIC235683377,True,True,1.0
TIC441798995,True,True,1.0
TIC441765914,True,True,1.0
TIC235905185,True,True,1.0
TIC428988981,True,True,1.0
TIC237108272,True,True,1.0
TIC229608594,True,True,1.0
TIC229586455,True,True,1.0
TIC288631580,True,True,1.0
TIC264544388,True,True,1.0
TIC394029948,True,True,1.0
TIC288636342,True,True,1.0
TIC288735205,True,True,1.0
TIC367739494,True,True,1.0
TIC362220495,True,True,1.0
TIC417705690,True,True,1.0
TIC229650439,True,True,1.0
TIC298073824,True,True,1.0
TIC315755496,True,True,1.0
TIC233497719,True,True,1.0
TIC288636599,True,True,1.0
TIC288516853,True,True,1.0
TIC367102581,True,True,1.0
TIC159244568,True,True,1.0
TIC219436394,True,True,1.0
TIC265146266,True,True,1.0
TIC317397615,True,True,1.0
TIC198485881,True,True,1.0
TIC137500798,True,True,1.0
TIC394050135,True,True,1.0
TIC317507345,True,True,1.0
TIC237211410,True,True,1.0
TIC237232044,True,True,1.0
TIC235943205,True,True,1.0
TIC235937532,True,True,1.0
TIC237222864,True,True,1.0
TIC235678745,True,True,1.0
TIC364074068,True,True,1.0
TIC160268701,True,True,1.0
TIC159510109,True,True,1.0
TIC367753709,True,True,1.0
TIC237200747,True,True,1.0
TIC424391516,True,True,1.0
TIC470159478,True,True,1.0
TIC160440924,True,True,1.0
TIC219462190,True,False,0.9946808510638298
TIC441739871,True,False,0.9893617021276596
TIC900715901,True,False,0.9840425531914894
TIC160487753,True,False,0.9680851063829787
TIC420112587,True,False,0.9414893617021277
TIC367099243,True,False,0.9414893617021277
TIC420112589,True,False,0.9414893617021277
TIC160045097,True,False,0.9308510638297872
TIC364186197,True,False,0.9308510638297872
TIC367855829,True,False,0.9308510638297872
TIC441797803,True,False,0.9095744680851063
TIC219466784,True,False,0.9042553191489362
TIC237201858,True,False,0.898936170212766
TIC142748283,True,False,0.8776595744680851
TIC441738827,True,False,0.8670212765957447
TIC233009109,True,False,0.8617021276595744
TIC160491359,True,False,0.8563829787234043
TIC365938305,True,False,0.851063829787234
TIC258777137,True,False,0.8351063829787234
TIC427654774,True,False,0.8351063829787234
TIC258777134,True,False,0.8351063829787234
TIC1718201850,True,False,0.8351063829787234
TIC259172391,True,False,0.8297872340425532
TIC427320001,True,False,0.8297872340425532
TIC441739020,True,False,0.824468085106383
TIC441732151,True,False,0.8191489361702128
TIC387260717,True,False,0.8191489361702128
TIC258514800,True,False,0.8138297872340425
TIC387527558,True,False,0.8138297872340425
TIC356867115,True,False,0.8085106382978723
TIC219857012,True,False,0.8031914893617021
TIC402898317,True,False,0.8031914893617021
TIC219860288,True,False,0.8031914893617021
TIC406855039,True,False,0.7872340425531915
TIC376637093,True,False,0.7819148936170213
TIC366074069,True,False,0.7819148936170213
TIC103195323,True,False,0.7819148936170213
TIC387834907,True,False,0.776595744680851
TIC420645189,True,False,0.7712765957446809
TIC229770036,True,False,0.7712765957446809
TIC230088370,True,False,0.7606382978723404
TIC376838000,True,False,0.7606382978723404
TIC376682699,True,False,0.7606382978723404
TIC265460043,True,False,0.7553191489361702
TIC232540264,True,False,0.7553191489361702
TIC258389327,True,False,0.75
TIC233211762,True,False,0.7446808510638298
TIC272758199,True,False,0.7446808510638298
TIC322062001,True,False,0.7446808510638298
TIC229747848,True,False,0.7393617021276596
TIC350132371,True,False,0.7393617021276596
TIC229787062,True,False,0.7393617021276596
TIC422656370,True,False,0.7340425531914894
TIC322054600,True,False,0.7287234042553191
TIC229715760,True,False,0.7287234042553191
TIC322202434,True,False,0.723404255319149
TIC387413037,True,False,0.7180851063829787
TIC154568734,True,False,0.7180851063829787
TIC377144784,True,False,0.7180851063829787
TIC229781583,True,False,0.7074468085106383
TIC138168780,True,False,0.7074468085106383
TIC321688498,True,False,0.7074468085106383
TIC232971294,True,False,0.7074468085106383
TIC229791084,True,False,0.7021276595744681
TIC230127302,True,False,0.7021276595744681
TIC219854185,True,False,0.6968085106382979
TIC375850439,True,False,0.6968085106382979
TIC232967666,True,False,0.6968085106382979
TIC229742722,True,False,0.6914893617021277
TIC259126549,True,False,0.6914893617021277
TIC280031353,True,False,0.6861702127659575
TIC356016119,True,False,0.6808510638297872
TIC427761355,True,False,0.675531914893617
TIC237104103,True,False,0.675531914893617
TIC388076005,True,False,0.675531914893617
TIC219015370,True,False,0.6648936170212766
TIC302518439,True,False,0.6648936170212766
TIC219850915,True,False,0.6595744680851063
TIC147951030,True,False,0.648936170212766
TIC232967440,True,False,0.6436170212765957
TIC349827430,True,False,0.6436170212765957
TIC232982938,True,False,0.6436170212765957
TIC468574941,True,False,0.6329787234042553
TIC372264750,True,False,0.6329787234042553
TIC259129875,True,False,0.6329787234042553
TIC377739433,True,False,0.6223404255319149
TIC219852882,True,False,0.6223404255319149
TIC230087585,True,False,0.6170212765957447
TIC356700488,True,False,0.6117021276595744
TIC230075227,True,False,0.6063829787234043
