target name,ever observable,always observable,fraction of time observable
TIC288636342,True,True,1.0
TIC428988981,True,True,1.0
TIC137500798,True,True,1.0
TIC159244568,True,True,1.0
TIC470159478,True,True,1.0
TIC470127886,True,True,1.0
TIC235943205,True,True,1.0
TIC288185138,True,True,1.0
TIC367753709,True,True,1.0
TIC372757221,True,True,1.0
TIC288631580,True,True,1.0
TIC264544388,True,True,1.0
TIC142090065,True,True,1.0
TIC288516853,True,True,1.0
TIC288636599,True,True,1.0
TIC315755496,True,True,1.0
TIC317507345,True,True,1.0
TIC394050135,True,True,1.0
TIC394029948,True,True,1.0
TIC142117976,True,True,1.0
TIC367739494,True,True,1.0
TIC362220495,True,True,1.0
TIC235937532,True,True,1.0
TIC367102581,True,True,1.0
TIC288735205,True,True,1.0
TIC158002130,True,True,1.0
TIC235905185,True,True,1.0
TIC237108272,True,True,1.0
TIC159510109,True,True,1.0
TIC288132261,True,True,1.0
TIC364074068,True,False,0.964
TIC417705690,True,False,0.928
TIC435680451,True,False,0.92
TIC233497719,True,False,0.92
TIC441798995,True,False,0.856
TIC198485881,True,False,0.844
TIC160440924,True,False,0.84
TIC367858035,True,False,0.82
TIC317597583,True,False,0.804
TIC237232044,True,False,0.792
TIC160268701,True,False,0.792
TIC233500935,True,False,0.772
TIC317397615,True,False,0.76
TIC219436394,True,False,0.74
TIC441765914,True,False,0.732
TIC235678745,True,False,0.72
TIC424391516,True,False,0.708
TIC237200747,True,False,0.688
TIC229586455,True,False,0.684
TIC265146266,True,False,0.68
TIC237211410,True,False,0.68
TIC395393265,True,False,0.676
TIC229650439,True,False,0.676
TIC298073824,True,False,0.672
TIC407394748,True,False,0.664
TIC229608594,True,False,0.636
TIC237222864,True,False,0.636
TIC235683377,True,False,0.632
TIC219462190,True,False,0.612
TIC441739871,True,False,0.608
TIC900715901,True,False,0.604
TIC160487753,True,False,0.592
TIC445805961,True,False,0.576
TIC420112587,True,False,0.576
TIC420112589,True,False,0.576
TIC367099243,True,False,0.572
TIC364186197,True,False,0.568
TIC160045097,True,False,0.564
TIC367855829,True,False,0.564
TIC427730490,True,False,0.556
TIC396562848,True,False,0.552
TIC441797803,True,False,0.548
TIC219466784,True,False,0.544
TIC237201858,True,False,0.54
TIC142748283,True,False,0.524
TIC441738827,True,False,0.516
TIC233009109,True,False,0.512
TIC160491359,True,False,0.512
TIC365938305,True,False,0.504
TIC427654774,True,False,0.492
TIC1718201850,True,False,0.492
TIC258777134,True,False,0.492
TIC258777137,True,False,0.492
TIC259172391,True,False,0.488
TIC427320001,True,False,0.488
TIC441739020,True,False,0.484
TIC387260717,True,False,0.48
TIC441732151,True,False,0.48
TIC387527558,True,False,0.476
TIC258514800,True,False,0.476
TIC356867115,True,False,0.472
TIC219857012,True,False,0.468
TIC402898317,True,False,0.468
TIC219860288,True,False,0.468
TIC406855039,True,False,0.456
TIC366074069,True,False,0.452
TIC376637093,True,False,0.452
TIC103195323,True,False,0.452
TIC387834907,True,False,0.448
TIC229770036,True,False,0.444
TIC420645189,True,False,0.444
TIC230088370,True,False,0.436
TIC376838000,True,False,0.436
TIC376682699,True,False,0.436
TIC232540264,True,False,0.432
TIC265460043,True,False,0.432
TIC258389327,True,False,0.428
TIC322062001,True,False,0.424
TIC272758199,True,False,0.424
TIC233211762,True,False,0.424
TIC229747848,True,False,0.42
TIC229787062,True,False,0.42
TIC350132371,True,False,0.42
TIC422656370,True,False,0.416
TIC229715760,True,False,0.412
TIC322054600,True,False,0.412
TIC387413037,True,False,0.408
TIC322202434,True,False,0.408
TIC377144784,True,False,0.408
TIC154568734,True,False,0.404
TIC232971294,True,False,0.396
TIC138168780,True,False,0.396
TIC321688498,True,False,0.396
TIC229781583,True,False,0.396
TIC229791084,True,False,0.392
TIC219854185,True,False,0.392
TIC230127302,True,False,0.392
TIC232967666,True,False,0.388
TIC375850439,True,False,0.388
TIC229742722,True,False,0.388
TIC259126549,True,False,0.384
TIC280031353,True,False,0.38
