target name,ever observable,always observable,fraction of time observable
TIC441798995,True,True,1.0
TIC264544388,True,True,1.0
TIC362220495,True,True,1.0
TIC364074068,True,True,1.0
TIC367739494,True,True,1.0
TIC428988981,True,True,1.0
TIC235937532,True,True,1.0
TIC288516853,True,True,1.0
TIC288636599,True,True,1.0
TIC288185138,True,True,1.0
TIC417705690,True,True,1.0
TIC159244568,True,True,1.0
TIC298073824,True,True,1.0
TIC237200747,True,True,1.0
TIC235905185,True,True,1.0
TIC237108272,True,True,1.0
TIC265146266,True,True,1.0
TIC233497719,True,True,1.0
TIC233500935,True,True,1.0
TIC235678745,True,True,1.0
TIC237232044,True,True,1.0
TIC394050135,True,True,1.0
TIC394029948,True,True,1.0
TIC288631580,True,True,1.0
TIC288636342,True,True,1.0
TIC441765914,True,True,1.0
TIC288735205,True,True,1.0
TIC317397615,True,True,1.0
TIC237211410,True,True,1.0
TIC160440924,True,True,1.0
TIC229650439,True,True,1.0
TIC137500798,True,True,1.0
TIC159510109,True,True,1.0
TIC317507345,True,True,1.0
TIC160268701,True,True,1.0
TIC424391516,True,True,1.0
TIC367102581,True,True,1.0
TIC219436394,True,True,1.0
TIC229586455,True,True,1.0
TIC367753709,True,True,1.0
TIC470159478,True,True,1.0
TIC470127886,True,True,1.0
TIC235943205,True,True,1.0
TIC198485881,True,True,1.0
TIC315755496,True,True,1.0
TIC229608594,True,False,0.9041095890410958
TIC237222864,True,False,0.8904109589041096
TIC235683377,True,False,0.8767123287671232
TIC219462190,True,False,0.8082191780821918
TIC441739871,True,False,0.8082191780821918
TIC900715901,True,False,0.7808219178082192
TIC160487753,True,False,0.7397260273972602
TIC367099243,True,False,0.6986301369863014
TIC420112587,True,False,0.6986301369863014
TIC420112589,True,False,0.6986301369863014
TIC364186197,True,False,0.6712328767123288
TIC160045097,True,False,0.6575342465753424
TIC367855829,True,False,0.6575342465753424
TIC441797803,True,False,0.6027397260273972
TIC237201858,True,False,0.589041095890411
TIC219466784,True,False,0.5753424657534246
TIC142748283,True,False,0.5068493150684932
TIC441738827,True,False,0.4931506849315068
TIC160491359,True,False,0.4794520547945205
TIC233009109,True,False,0.4794520547945205
TIC365938305,True,False,0.4520547945205479
TIC427654774,True,False,0.4383561643835616
TIC258777134,True,False,0.4246575342465753
TIC1718201850,True,False,0.4246575342465753
TIC427320001,True,False,0.4246575342465753
TIC258777137,True,False,0.4246575342465753
TIC259172391,True,False,0.410958904109589
TIC387260717,True,False,0.3835616438356164
TIC387527558,True,False,0.3835616438356164
TIC441739020,True,False,0.3835616438356164
TIC441732151,True,False,0.3835616438356164
TIC258514800,True,False,0.3698630136986301
TIC402898317,True,False,0.3561643835616438
TIC356867115,True,False,0.3561643835616438
TIC219857012,True,False,0.3424657534246575
TIC219860288,True,False,0.3424657534246575
TIC366074069,True,False,0.3150684931506849
TIC376637093,True,False,0.3013698630136986
TIC406855039,True,False,0.3013698630136986
TIC387834907,True,False,0.2876712328767123
TIC229770036,True,False,0.273972602739726
TIC103195323,True,False,0.2602739726027397
TIC376838000,True,False,0.2602739726027397
TIC376682699,True,False,0.2465753424657534
TIC230088370,True,False,0.2328767123287671
TIC420645189,True,False,0.2328767123287671
TIC265460043,True,False,0.2328767123287671
TIC232540264,True,False,0.2191780821917808
TIC322062001,True,False,0.2191780821917808
TIC258389327,True,False,0.2191780821917808
TIC233211762,True,False,0.2054794520547945
TIC229787062,True,False,0.1917808219178082
TIC422656370,True,False,0.1917808219178082
TIC272758199,True,False,0.1917808219178082
TIC350132371,True,False,0.1917808219178082
TIC229747848,True,False,0.1780821917808219
TIC322054600,True,False,0.1780821917808219
TIC322202434,True,False,0.1643835616438356
TIC229715760,True,False,0.1643835616438356
TIC387413037,True,False,0.1506849315068493
TIC377144784,True,False,0.1506849315068493
TIC154568734,True,False,0.1232876712328767
TIC321688498,True,False,0.1232876712328767
TIC229781583,True,False,0.1095890410958904
TIC375850439,True,False,0.0958904109589041
TIC230127302,True,False,0.0958904109589041
TIC229791084,True,False,0.0958904109589041
TIC232971294,True,False,0.0958904109589041
TIC229742722,True,False,0.0821917808219178
TIC219854185,True,False,0.0821917808219178
TIC280031353,True,False,0.0684931506849315
TIC259126549,True,False,0.0684931506849315
TIC138168780,True,False,0.0684931506849315
TIC232967666,True,False,0.0684931506849315
TIC427761355,True,False,0.0547945205479452
TIC388076005,True,False,0.0410958904109589
TIC356016119,True,False,0.0410958904109589
TIC237104103,True,False,0.0273972602739726
TIC165987272,False,False,0.0
TIC142381532,False,False,0.0
TIC144401492,False,False,0.0
TIC142387023,False,False,0.0
TIC289580577,False,False,0.0
TIC332064670,False,False,0.0
TIC318022259,False,False,0.0
TIC310981412,False,False,0.0
TIC29119552,False,False,0.0
TIC298666530,False,False,0.0
TIC144441148,False,False,0.0
TIC332477926,False,False,0.0
TIC148679712,False,False,0.0
TIC293617835,False,False,0.0
TIC29191624,False,False,0.0
TIC162689341,False,False,0.0
TIC29191596,False,False,0.0
TIC165763244,False,False,0.0
TIC9348006,False,False,0.0
TIC99834717,False,False,0.0
TIC53427308,False,False,0.0
TIC450327768,False,False,0.0
TIC287139872,False,False,0.0
TIC453387619,False,False,0.0
TIC408636441,False,False,0.0
TIC408618999,False,False,0.0
TIC39699648,False,False,0.0
TIC457138169,False,False,0.0
TIC461662295,False,False,0.0
TIC372730331,False,False,0.0
TIC371234684,False,False,0.0
TIC470987100,False,False,0.0
TIC4897275,False,False,0.0
TIC51234631,False,False,0.0
TIC67646988,False,False,0.0
TIC356473034,False,False,0.0
TIC371210825,False,False,0.0
TIC67666096,False,False,0.0
TIC67926921,False,False,0.0
TIC71431780,False,False,0.0
TIC365673804,False,False,0.0
TIC81212286,False,False,0.0
TIC85242435,False,False,0.0
TIC85293053,False,False,0.0
TIC86280613,False,False,0.0
TIC86396382,False,False,0.0
TIC8767448,False,False,0.0
TIC356978132,False,False,0.0
TIC95129101,False,False,0.0
TIC287225295,False,False,0.0
TIC21535395,False,False,0.0
TIC287080092,False,False,0.0
TIC64836837,False,False,0.0
TIC470709084,False,False,0.0
TIC470852531,False,False,0.0
TIC50120414,False,False,0.0
TIC51024887,False,False,0.0
TIC52041724,False,False,0.0
TIC53875855,False,False,0.0
TIC58542531,False,False,0.0
TIC64553698,False,False,0.0
TIC66445643,False,False,0.0
TIC470315428,False,False,0.0
TIC66783360,False,False,0.0
TIC67309890,False,False,0.0
TIC67418624,False,False,0.0
TIC68152139,False,False,0.0
TIC71854745,False,False,0.0
TIC73104318,False,False,0.0
TIC73448352,False,False,0.0
TIC81831095,False,False,0.0
TIC470381900,False,False,0.0
TIC468845640,False,False,0.0
TIC285048486,False,False,0.0
TIC44631965,False,False,0.0
TIC431899140,False,False,0.0
TIC432549364,False,False,0.0
TIC434718964,False,False,0.0
TIC440100539,False,False,0.0
TIC444415148,False,False,0.0
TIC445137888,False,False,0.0
TIC445144327,False,False,0.0
TIC445859771,False,False,0.0
TIC452803785,False,False,0.0
TIC468828873,False,False,0.0
TIC455791689,False,False,0.0
TIC455962313,False,False,0.0
TIC458914949,False,False,0.0
TIC459969957,False,False,0.0
TIC459978312,False,False,0.0
TIC461387302,False,False,0.0
TIC467179528,False,False,0.0
TIC468472950,False,False,0.0
TIC82010657,False,False,0.0
TIC8400842,False,False,0.0
TIC85031598,False,False,0.0
TIC237099296,False,False,0.0
TIC230386259,False,False,0.0
TIC232635922,False,False,0.0
TIC232650365,False,False,0.0
TIC233071822,False,False,0.0
TIC233071926,False,False,0.0
TIC233602827,False,False,0.0
TIC233684293,False,False,0.0
TIC23650642,False,False,0.0
TIC239154970,False,False,0.0
TIC87090944,False,False,0.0
TIC240148934,False,False,0.0
TIC241173474,False,False,0.0
TIC241196395,False,False,0.0
TIC241225337,False,False,0.0
TIC252479260,False,False,0.0
TIC257241363,False,False,0.0
TIC272672133,False,False,0.0
TIC274215536,False,False,0.0
TIC230377505,False,False,0.0
TIC229938290,False,False,0.0
TIC229455001,False,False,0.0
TIC22705558,False,False,0.0
TIC89759617,False,False,0.0
TIC92783821,False,False,0.0
TIC96291218,False,False,0.0
TIC9837861,False,False,0.0
TIC104208182,False,False,0.0
TIC130181866,False,False,0.0
TIC137881699,False,False,0.0
TIC137906197,False,False,0.0
TIC14336130,False,False,0.0
TIC149833117,False,False,0.0
TIC1551345500,False,False,0.0
TIC15863518,False,False,0.0
TIC174041208,False,False,0.0
TIC190223929,False,False,0.0
TIC198206613,False,False,0.0
TIC168699373,False,False,0.0
TIC224596152,False,False,0.0
TIC166648874,False,False,0.0
TIC101929303,False,False,0.0
TIC17993892,False,False,0.0
TIC321669174,False,False,0.0
TIC26547036,False,False,0.0
TIC268823307,False,False,0.0
TIC270515566,False,False,0.0
TIC272679240,False,False,0.0
TIC27491137,False,False,0.0
TIC27848472,False,False,0.0
TIC283829553,False,False,0.0
TIC284361752,False,False,0.0
TIC284477310,False,False,0.0
TIC284564230,False,False,0.0
TIC285542903,False,False,0.0
TIC289164482,False,False,0.0
TIC289590465,False,False,0.0
TIC298164705,False,False,0.0
TIC298663873,False,False,0.0
TIC308172249,False,False,0.0
TIC310231275,False,False,0.0
TIC314835525,False,False,0.0
TIC316468545,False,False,0.0
TIC264303333,False,False,0.0
TIC264171144,False,False,0.0
TIC262880065,False,False,0.0
TIC233688779,False,False,0.0
TIC232641326,False,False,0.0
TIC233047097,False,False,0.0
TIC233066156,False,False,0.0
TIC233068569,False,False,0.0
TIC233078665,False,False,0.0
TIC233182695,False,False,0.0
TIC233633993,False,False,0.0
TIC233680651,False,False,0.0
TIC233721037,False,False,0.0
TIC258510872,False,False,0.0
TIC236312126,False,False,0.0
TIC236934268,False,False,0.0
TIC236934937,False,False,0.0
TIC237071229,False,False,0.0
TIC23814735,False,False,0.0
TIC243313296,False,False,0.0
TIC243335710,False,False,0.0
TIC255930614,False,False,0.0
TIC321668398,False,False,0.0
TIC329148988,False,False,0.0
TIC23059280,False,False,0.0
TIC334811204,False,False,0.0
TIC417931300,False,False,0.0
TIC441642457,False,False,0.0
TIC445254275,False,False,0.0
TIC462615350,False,False,0.0
TIC468574941,False,False,0.0
TIC48018596,False,False,0.0
TIC53617134,False,False,0.0
TIC53709089,False,False,0.0
TIC68035559,False,False,0.0
TIC71347873,False,False,0.0
TIC75656058,False,False,0.0
TIC75878355,False,False,0.0
TIC76197937,False,False,0.0
TIC76419763,False,False,0.0
TIC82452140,False,False,0.0
TIC8348911,False,False,0.0
TIC88840705,False,False,0.0
TIC88992642,False,False,0.0
TIC88996391,False,False,0.0
TIC407059875,False,False,0.0
TIC405763009,False,False,0.0
TIC405717754,False,False,0.0
TIC378355116,False,False,0.0
TIC336128819,False,False,0.0
TIC336267424,False,False,0.0
TIC341815197,False,False,0.0
TIC346929661,False,False,0.0
TIC347013211,False,False,0.0
TIC356700488,False,False,0.0
TIC357501308,False,False,0.0
TIC368287008,False,False,0.0
TIC389900760,False,False,0.0
TIC405559035,False,False,0.0
TIC39200363,False,False,0.0
TIC393911494,False,False,0.0
TIC393965778,False,False,0.0
TIC396356111,False,False,0.0
TIC39903405,False,False,0.0
TIC399860444,False,False,0.0
TIC400430915,False,False,0.0
TIC403308915,False,False,0.0
TIC232568235,False,False,0.0
TIC230387153,False,False,0.0
TIC180652891,False,False,0.0
TIC155001079,False,False,0.0
TIC376524552,False,False,0.0
TIC377290815,False,False,0.0
TIC393831507,False,False,0.0
TIC71612483,False,False,0.0
TIC8967242,False,False,0.0
TIC9392421,False,False,0.0
TIC101721385,False,False,0.0
TIC431514478,False,False,0.0
TIC103633672,False,False,0.0
TIC115446313,False,False,0.0
TIC115524421,False,False,0.0
TIC115583726,False,False,0.0
TIC115623434,False,False,0.0
TIC116242971,False,False,0.0
TIC116264089,False,False,0.0
TIC123233041,False,False,0.0
TIC123495874,False,False,0.0
TIC138294130,False,False,0.0
TIC1400212743,False,False,0.0
TIC373693175,False,False,0.0
TIC341815767,False,False,0.0
TIC330799746,False,False,0.0
TIC224313733,False,False,0.0
TIC180695581,False,False,0.0
TIC198108326,False,False,0.0
TIC198153540,False,False,0.0
TIC198385543,False,False,0.0
TIC20182165,False,False,0.0
TIC207425167,False,False,0.0
TIC207468071,False,False,0.0
TIC219824469,False,False,0.0
TIC229400092,False,False,0.0
TIC307956397,False,False,0.0
TIC229750058,False,False,0.0
TIC232982938,False,False,0.0
TIC233720539,False,False,0.0
TIC23740089,False,False,0.0
TIC258871793,False,False,0.0
TIC285094173,False,False,0.0
TIC286916251,False,False,0.0
TIC307734817,False,False,0.0
TIC147951030,False,False,0.0
TIC158075010,False,False,0.0
TIC230386397,False,False,0.0
TIC159742538,False,False,0.0
TIC20203297,False,False,0.0
TIC202426247,False,False,0.0
TIC207425203,False,False,0.0
TIC207501148,False,False,0.0
TIC21744120,False,False,0.0
TIC21832928,False,False,0.0
TIC219501568,False,False,0.0
TIC219508169,False,False,0.0
TIC219762508,False,False,0.0
TIC219778329,False,False,0.0
TIC219821826,False,False,0.0
TIC219879302,False,False,0.0
TIC224298134,False,False,0.0
TIC229490898,False,False,0.0
TIC229888286,False,False,0.0
TIC230001847,False,False,0.0
TIC230075227,False,False,0.0
TIC230087585,False,False,0.0
TIC230375747,False,False,0.0
TIC198588220,False,False,0.0
TIC198456933,False,False,0.0
TIC198360694,False,False,0.0
TIC165554103,False,False,0.0
TIC159781361,False,False,0.0
TIC159815224,False,False,0.0
TIC159873822,False,False,0.0
TIC160039081,False,False,0.0
TIC164150537,False,False,0.0
TIC164892194,False,False,0.0
TIC165527918,False,False,0.0
TIC165530380,False,False,0.0
TIC16884216,False,False,0.0
TIC198211976,False,False,0.0
TIC1715469662,False,False,0.0
TIC1716467085,False,False,0.0
TIC172370679,False,False,0.0
TIC17416749,False,False,0.0
TIC174302697,False,False,0.0
TIC188589164,False,False,0.0
TIC198178505,False,False,0.0
TIC198187049,False,False,0.0
TIC431585347,False,False,0.0
TIC410528770,False,False,0.0
TIC431156009,False,False,0.0
TIC250724252,False,False,0.0
TIC190442486,False,False,0.0
TIC190743990,False,False,0.0
TIC190998418,False,False,0.0
TIC191146556,False,False,0.0
TIC191284318,False,False,0.0
TIC192372961,False,False,0.0
TIC194203348,False,False,0.0
TIC195199644,False,False,0.0
TIC197650870,False,False,0.0
TIC198186769,False,False,0.0
TIC198212955,False,False,0.0
TIC198241702,False,False,0.0
TIC198356533,False,False,0.0
TIC198384408,False,False,0.0
TIC198390247,False,False,0.0
TIC198457103,False,False,0.0
TIC199376584,False,False,0.0
TIC199444169,False,False,0.0
TIC199688472,False,False,0.0
TIC201154493,False,False,0.0
TIC201186294,False,False,0.0
TIC190430205,False,False,0.0
TIC188768068,False,False,0.0
